walmart-sales-dataset-of-45stores_4 columns
Weekly_Sales;Temperature;Fuel_Price;Unemployment
301827.36;62.37;2.728;6.768
297384.81;52.52;2.771;6.768
488362.61;66.15;2.735;6.768
344490.88;51.31;2.708;6.768
352811.53;48.27;2.843;6.768
367801.19;51.61;2.869;6.768
466010.25;55.01;2.886;6.768
298180.18;49.79;2.943;6.768
286347.26;48.3;2.976;6.634
260636.71;37.74;2.983;6.634
275313.34;45.41;3.016;6.634
279088.39;44.5;3.01;6.634
329613.2;41.67;2.989;6.634
311590.54;38.25;3.022;6.634
356622.61;58.83;3.045;6.634
294659.5;63.35;3.065;6.634
329033.66;60.35;3.288;6.634
293098.1;55.74;3.459;6.634
312177.67;64.31;3.488;6.634
294732.5;70.71;3.473;6.634
314316.55;61.5;3.524;6.489
307333.62;69.64;3.622;6.489
307913.58;72.02;3.743;6.489
328415.44;74.34;3.807;6.489
307291.56;74.75;3.81;6.489
322904.68;66.27;3.906;6.489
290930.01;77.38;3.899;6.489
299614.33;71.37;3.907;6.489
297149.69;80.14;3.786;6.489
329183.92;83.81;3.699;6.489
304984.14;83.61;3.648;6.489
304811.82;86.84;3.637;6.489
302881.64;84.76;3.594;6.489
327093.89;85.81;3.524;6.529
310804.93;86.64;3.48;6.529
283248.62;88.64;3.575;6.529
292539.73;86.97;3.651;6.529
275142.17;89.42;3.682;6.529
317738.56;91.07;3.684;6.529
289886.16;90.16;3.638;6.529
303643.84;89.35;3.554;6.529
310338.17;89.18;3.523;6.529
315645.53;90.38;3.533;6.529
321110.22;79.04;3.546;6.529
278529.71;83.55;3.526;6.529
291024.98;78.01;3.467;6.529
292315.38;81.16;3.355;6.529
309111.47;71.64;3.285;6.3
286117.72;72.36;3.274;6.3
306069.18;66.9;3.353;6.3
307035.11;69.27;3.372;6.3
353652.23;56.71;3.332;6.3
311906.7;60.71;3.297;6.3
307944.37;64.33;3.308;6.3
507900.07;61.93;3.236;6.3
376225.61;51.14;3.172;6.3
367433.77;44.12;3.158;6.3
379530.3;54.42;3.159;6.3
458562.24;50.33;3.112;6.3
349624.88;45.62;3.129;6.3
312078.71;50.21;3.157;5.943
291454.52;48.86;3.261;5.943
287523.98;54.65;3.268;5.943
295974.22;54.63;3.29;5.943
333948;57.35;3.36;5.943
349239.88;48.57;3.409;5.943
356427.98;48.25;3.51;5.943
312220.47;57.75;3.555;5.943
359206.21;60.66;3.63;5.943
347295.6;57.69;3.669;5.943
339392.54;63.55;3.734;5.943
321299.99;64.44;3.787;5.943
331318.73;67.76;3.845;5.943
402985.7;70.4;3.891;5.801
351832.03;70.56;3.891;5.801
330063.06;67.33;3.877;5.801
324839.74;68.96;3.814;5.801
360932.69;77.1;3.749;5.801
333870.52;73.45;3.688;5.801
336189.66;70.45;3.63;5.801
341994.48;78.23;3.561;5.801
359867.8;79.72;3.501;5.801
341704.59;81.02;3.452;5.801
327383.64;81.64;3.393;5.801
325041.68;80.57;3.346;5.801
329658.1;87.08;3.286;5.801
341214.43;82.35;3.227;5.603
316203.64;80.78;3.256;5.603
321205.12;81.05;3.311;5.603
306827.36;85.06;3.407;5.603
324195.17;86.91;3.417;5.603
306759.7;86.96;3.494;5.603
314014.18;87.52;3.571;5.603
320831.36;79.45;3.62;5.603
344642.01;84.25;3.638;5.603
350648.91;86.3;3.73;5.603
299800.67;76.65;3.717;5.603
307306.76;71.09;3.721;5.603
310141.68;78.33;3.666;5.603
343048.29;71.17;3.617;5.422
325345.41;66.24;3.601;5.422
313358.15;69.17;3.594;5.422
319550.77;71.7;3.506;5.422
1652635.1;40.43;2.572;7.259
1606283.86;40.57;2.548;7.259
1567138.07;43.58;2.514;7.259
1432953.21;47.1;2.561;7.259
1601348.82;49.63;2.625;7.259
1558621.36;58.82;2.667;7.259
1693058.91;56.55;2.72;7.259
1472033.38;53.74;2.732;7.259
1770333.9;64.94;2.719;7.092
1667181.82;66.15;2.77;7.092
1519846.36;65.68;2.808;7.092
1540435.99;64.11;2.795;7.092
1498080.16;68.91;2.78;7.092
1619920.04;73.68;2.835;7.092
1524059.4;74.95;2.854;7.092
1531938.44;74.8;2.826;7.092
1644470.66;78.89;2.759;7.092
1857380.09;79.44;2.705;7.092
1685652.35;81.81;2.668;7.092
1677248.24;83.89;2.637;7.092
1640681.88;84.2;2.653;7.092
1759777.25;80.34;2.669;6.973
1690317.99;80.93;2.642;6.973
1560120.8;83.75;2.623;6.973
1585240.92;83.9;2.608;6.973
1532308.78;81.37;2.64;6.973
1633241.59;86.61;2.627;6.973
1547654.98;86.83;2.692;6.973
1539930.5;87.36;2.664;6.973
1450766.12;85.71;2.619;6.973
1510925.32;82.15;2.577;6.973
1424225.44;78.78;2.565;6.973
1308537.75;81.78;2.582;6.973
1275591.84;76.49;2.624;6.973
1328468.89;70.69;2.603;7.007
1360317.9;65.21;2.633;7.007
1344580.92;68.93;2.72;7.007
1332716.53;70.97;2.725;7.007
1385323.7;70.39;2.716;7.007
1505442.15;59.9;2.689;7.007
1495536.46;62.11;2.728;7.007
1518841.45;52.99;2.771;7.007
2267452.4;65.79;2.735;7.007
1677067.24;52.3;2.708;7.007
1834737.58;48.46;2.843;7.007
2090268.95;52.24;2.869;7.007
2727575.18;55.07;2.886;7.007
1464050.02;49.14;2.943;7.007
1350441.68;47.78;2.976;6.858
1306194.55;38.37;2.983;6.858
1261253.18;46.2;3.016;6.858
1287034.7;44.98;3.01;6.858
1514999.17;40.59;2.989;6.858
1486920.17;39.38;3.022;6.858
1572117.54;59.61;3.045;6.858
1422600.43;62.86;3.065;6.858
1502617.99;60.45;3.288;6.858
1494497.39;57.71;3.459;6.858
1685375.47;65.07;3.488;6.858
1438465.81;70.83;3.473;6.858
1459276.77;62.25;3.524;6.855
1534594;70.35;3.622;6.855
1448797.02;73.17;3.743;6.855
1639358.93;74.24;3.807;6.855
1479249.9;75.27;3.81;6.855
1504651.57;65.42;3.906;6.855
1453185.65;76.95;3.899;6.855
1382783.83;72.01;3.907;6.855
1523979.11;80.83;3.786;6.855
1705506.29;84.01;3.699;6.855
1598643.65;84.49;3.648;6.855
1622150.33;87.08;3.637;6.855
1543365.9;85.51;3.594;6.855
1694551.15;87;3.524;6.925
1709373.62;88.36;3.48;6.925
