Store,Weekly_Sales,Temperature,CPI
3,368477.93,82.58,220.085696
3,403342.4,75.54,220.4299007
3,368282.57,73.75,220.7486167
3,394976.36,69.03,220.9144005
3,389540.62,71.04,221.0801842
3,459443.22,59.31,221.245968
3,407764.25,61.7,221.4117517
3,398838.97,63.91,221.6432852
3,556925.19,68,221.9011185
3,472511.32,54.97,222.1589519
3,468772.8,49.26,222.4167852
3,510747.62,57.95,222.6426418
3,551221.21,53.41,222.8258628
3,410553.88,48.29,223.0090839
3,398178.21,52.42,223.1923049
3,367438.62,51.86,223.3755259
3,365818.61,56.2,223.4700552
3,349518.1,58.06,223.5645845
3,424960.66,59.33,223.6591137
3,473292.47,51.65,223.753643
3,475591.08,52.39,223.9170153
3,418925.47,60.12,224.1320199
3,469752.56,61.65,224.3470245
3,445162.05,60.71,224.5620291
3,411775.8,64,224.7166953
3,413907.25,66.53,224.7909104
3,407488.84,69.36,224.8651254
3,503232.13,73.01,224.9393405
3,420789.74,72.83,225.0135556
3,434822.13,72.05,225.0689541
3,394616.11,73.39,225.1243526
3,439913.57,79.51,225.1797511
3,431985.36,75.19,225.2351496
3,418112.76,72.38,225.2512024
3,413701.29,78.58,225.2515168
3,432268.53,81.55,225.2518313
3,446336.8,81.65,225.2521458
3,442074.79,84.66,225.2644795
3,419497.95,82.7,225.3068615
3,422965.33,86.42,225.3492435
3,411206.5,83.14,225.3916254
3,416913.1,82.28,225.4340074
3,432424.85,81.38,225.4438827
3,389427.9,84.94,225.4537579
3,419990.29,86.55,225.4636332
3,391811.6,85.85,225.4735085
3,394918.83,87.36,225.5558664
3,412449.67,83.01,225.6925864
3,408838.73,85.18,225.8293063
3,408229.73,84.99,225.9660263
3,407589.16,78.36,226.1122067
3,414392.09,72.78,226.3151496
3,389813.02,77.46,226.5180926
3,443557.65,72.74,226.7210356
3,410804.39,70.31,226.9239785
3,424513.08,73.44,226.9688442
3,405432.7,74.66,226.9873637
4,2135143.87,43.76,126.4420645
4,2188307.39,28.84,126.4962581
4,2049860.26,36.45,126.5262857
4,1925728.84,41.36,126.5522857
4,1971057.44,43.49,126.5782857
4,1894324.09,49.63,126.6042857
4,1897429.36,55.19,126.6066452
4,1762539.3,39.91,126.6050645
4,1979247.12,48.77,126.6034839
4,1818452.72,54.16,126.6019032
4,1851519.69,56.23,126.5621
4,1802677.9,56.87,126.4713333
4,1817273.28,53.04,126.3805667
4,2000626.14,56.77,126.2898
4,1875597.28,62.35,126.2085484
4,1903752.6,67.4,126.1843871
4,1857533.7,67.73,126.1602258
4,1903290.58,70.83,126.1360645
4,1870619.23,78.45,126.1119032
4,1929736.35,81.53,126.114
4,1846651.95,81.1,126.1266
4,1881337.21,73.66,126.1392
4,1812208.22,80.35,126.1518
4,1898427.66,78.53,126.1498065
4,1848426.78,79.78,126.1283548
4,1796637.61,80.7,126.1069032
4,1907638.58,76.53,126.0854516
4,2007050.75,78.08,126.064
4,1997181.09,78.83,126.0766452
4,1848403.92,74.44,126.0892903
4,1935857.58,76.8,126.1019355
4,1865820.81,73.54,126.1145806
4,1899959.61,64.91,126.1454667
4,1810684.68,60.96,126.1900333
4,1842821.02,63.96,126.2346
4,1951494.85,67.73,126.2791667
4,1867345.09,62.03,126.3266774
4,1927610.06,64.17,126.3815484
4,1933333,56.94,126.4364194
4,2013115.79,51.6,126.4912903
4,1999794.26,52.65,126.5461613
4,2097809.4,48.05,126.6072
4,2789469.45,48.08,126.6692667
4,2102530.17,46.4,126.7313333
4,2302504.86,42.4,126.7934
4,2740057.14,46.57,126.8794839
4,3526713.39,43.21,126.9835806
4,1794868.74,38.09,127.0876774
4,1862476.27,39.34,127.1917742
4,1865502.46,31.6,127.3009355
4,1886393.94,38.34,127.4404839
4,1814240.85,40.6,127.5800323
4,2119086.04,34.61,127.7195806
4,2187847.29,33.29,127.859129
4,2316495.56,48.17,127.99525
4,2078094.69,49,128.13
4,2103455.75,46.56,128.26475
4,2039818.41,50.93,128.3995
4,2116475.38,51.86,128.5121935
4,1944164.32,59.1,128.6160645
4,1900246.47,56.99,128.7199355
4,2074953.46,62.61,128.8238065
4,1960587.76,62.34,128.9107333
4,2220600.76,68.8,128.9553
4,1878167.44,64.22,128.9998667
4,2063682.76,63.41,129.0444333
4,2002362.37,70.65,129.089
4,2015563.48,70.49,129.0756774
4,1986597.95,73.65,129.0623548
4,2065377.15,78.26,129.0490323
4,2073951.38,80.05,129.0357097
4,2141210.62,83.51,129.0432
4,2008344.92,81.85,129.0663
4,2051533.53,84.54,129.0894
4,2066541.86,84.59,129.1125
4,2049046.95,83.27,129.1338387
4,2036231.39,82.84,129.1507742
4,1989674.07,84.36,129.1677097
4,2160057.39,86.09,129.1846452
4,2105668.74,82.98,129.2015806
4,2232892.1,82.77,129.2405806
4,1988490.21,81.47,129.2832581
4,2078420.31,77.99,129.3259355
4,2093139.01,73.34,129.3686129
4,2075577.33,72.76,129.4306
4,2031406.41,69.23,129.5183333
4,1929486.63,72.15,129.6060667
4,2166737.65,65.79,129.6938
4,2074548.85,63.75,129.7706452
4,2207742.13,64.79,129.7821613
4,2151659.59,55.31,129.7936774
4,2281217.31,49.86,129.8051935
4,2203028.96,47.12,129.8167097
4,2243946.59,50.44,129.8268333
4,3004702.33,47.96,129.8364
4,2180999.26,38.71,129.8459667
4,2508955.24,31.64,129.8555333
4,2771397.17,36.44,129.8980645
4,3676388.98,35.92,129.9845484
4,2007105.86,36.89,130.0710323
4,2047766.07,38.64,130.1575161
4,1941676.61,34.41,130.244
4,2005097.76,42.09,130.2792258
4,1928720.51,40.31,130.3144516
4,2173373.91,41.81,130.3496774
4,2374660.64,33,130.3849032
4,2427640.17,34.19,130.4546207
4,2226662.17,41.31,130.5502069
4,2206319.9,50.38,130.6457931
4,2202450.81,53.63,130.7413793
4,2214967.44,59.81,130.8261935
4,2091592.54,59.07,130.8966452
4,2089381.77,72.63,130.9670968
4,2470206.13,67.69,131.0375484
4,2105301.39,68.69,131.108
4,2144336.89,68.6,131.1173333
4,2064065.66,76.47,131.1266667
4,2196968.33,80.14,131.136
4,2127661.17,67.64,131.1453333
4,2207214.81,68.43,131.0983226
4,2154137.67,77.47,131.0287742
4,2179360.94,77.41,130.9592258
4,2245257.18,78.11,130.8896774
4,2234190.93,80.94,130.8295333
4,2197299.65,81.63,130.7929
4,2128362.92,84.23,130.7562667
4,2224499.28,80.37,130.7196333
4,2100252.61,76.86,130.683
4,2175563.69,79.14,130.7012903
4,2048613.65,81.06,130.7195806
4,2174514.13,83.86,130.737871
4,2193367.69,83.21,130.7561613
4,2283540.3,81.41,130.7909677
4,2125241.68,75.76,130.8381613
4,2081181.35,76.47,130.8853548
4,2125104.72,82.09,130.9325484
4,2117854.6,68.2,130.9776667
4,2119438.53,68.97,131.0103333
4,2027620.23,71.74,131.043
4,2209835.43,63.07,131.0756667
4,2133026.07,57.11,131.1083333
4,2097266.85,64.46,131.1499677
4,2149594.46,63.64,131.1930968
5,317173.1,39.7,211.6539716
5,311825.7,39.81,211.8004698
5,303447.57,41.14,211.8471283
5,270281.63,46.7,211.8771468
5,288855.71,48.89,211.9071653
5,297293.59,58.5,211.9371839
5,281706.41,55.46,211.770897
5,273282.97,52.47,211.5718925
5,331406,63.18,211.372888
5,328020.49,65.19,211.1738835
5,306858.69,65.3,211.0388528
5,288839.73,65.13,210.9891204
5,298697.84,67.53,210.939388
5,333522.6,71.53,210.8896556
5,296673.77,74.79,210.8872772
5,301615.49,75.2,211.169023
5,310013.11,79.81,211.4507688
5,337825.89,79.54,211.7325146
5,296641.91,80.7,212.0142605
5,313795.6,83.91,212.0119769
5,295257.3,83.72,211.8960815
5,305993.27,81.25,211.7801861
5,291808.87,81.14,211.6642907
5,280701.7,83.98,211.6561123
5,274742.63,83.66,211.7915565
5,268929.03,82.46,211.9270006
5,303043.02,86.1,212.0624447
5,286477.35,87.41,212.1978889
5,287205.38,87.71,212.1608984
5,288519.75,87.05,212.123908
5,323798,84.06,212.0869176
5,306533.08,79.86,212.0499271
5,282558.65,82.28,212.0769346
5,293131.58,78.53,212.1519404
5,283178.12,71.1,212.2269463
5,290494.85,64.99,212.3019522
5,280681.2,68.11,212.3691867
5,284988.27,70.96,212.4169928
5,278031.81,70.58,212.464799
5,325310.3,58.88,212.5126051
5,301827.36,62.37,212.5604113
5,297384.81,52.52,212.445487
5,488362.61,66.15,212.303441
5,344490.88,51.31,212.1613951
5,352811.53,48.27,212.0193491
5,367801.19,51.61,211.9580815
5,466010.25,55.01,211.9573978
5,298180.18,49.79,211.9567142
5,286347.26,48.3,211.9560305
5,260636.71,37.74,212.008514
5,275313.34,45.41,212.3800012
5,279088.39,44.5,212.7514884
5,329613.2,41.67,213.1229755
5,311590.54,38.25,213.4944627
5,356622.61,58.83,213.8068304
5,294659.5,63.35,214.0955503
5,329033.66,60.35,214.3842702
5,293098.1,55.74,214.6729901
5,312177.67,64.31,214.9257339
5,294732.5,70.71,215.1640872
5,314316.55,61.5,215.4024406
5,307333.62,69.64,215.6407939
5,307913.58,72.02,215.8592673
5,328415.44,74.34,216.0280407
5,307291.56,74.75,216.1968142
5,322904.68,66.27,216.3655877
5,290930.01,77.38,216.5343611
5,299614.33,71.37,216.3023847
5,297149.69,80.14,216.0704083
5,329183.92,83.81,215.8384319
5,304984.14,83.61,215.6064555
5,304811.82,86.84,215.560463
5,302881.64,84.76,215.6539583
5,327093.89,85.81,215.7474537
5,310804.93,86.64,215.8409491
5,283248.62,88.64,215.9250696
5,292539.73,86.97,215.985753
5,275142.17,89.42,216.0464364
5,317738.56,91.07,216.1071198
5,289886.16,90.16,216.1678032
5,303643.84,89.35,216.2311855
5,310338.17,89.18,216.2950176
5,315645.53,90.38,216.3588498
5,321110.22,79.04,216.4226819
5,278529.71,83.55,216.6033083
5,291024.98,78.01,216.9396605
5,292315.38,81.16,217.2760127
5,309111.47,71.64,217.6123648
5,286117.72,72.36,217.9237458
5,306069.18,66.9,218.0852999
5,307035.11,69.27,218.2468539
5,353652.23,56.71,218.408408
5,311906.7,60.71,218.5699621
5,307944.37,64.33,218.793912
5,507900.07,61.93,219.0428204
5,376225.61,51.14,219.2917287
5,367433.77,44.12,219.540637
5,379530.3,54.42,219.7596266
5,458562.24,50.33,219.9387246
5,349624.88,45.62,220.1178226
5,312078.71,50.21,220.2969205
5,291454.52,48.86,220.4760185
5,287523.98,54.65,220.5694104
5,295974.22,54.63,220.6628023
5,333948,57.35,220.7561941
5,349239.88,48.57,220.849586
5,356427.98,48.25,221.0106341
5,312220.47,57.75,221.2224243
5,359206.21,60.66,221.4342146
5,347295.6,57.69,221.6460048
5,339392.54,63.55,221.7989713
5,321299.99,64.44,221.8735063
5,331318.73,67.76,221.9480412
5,402985.7,70.4,222.0225762
5,351832.03,70.56,222.0971111
5,330063.06,67.33,222.1512315
5,324839.74,68.96,222.2053519
5,360932.69,77.1,222.2594722
5,333870.52,73.45,222.3135926
5,336189.66,70.45,222.330443
5,341994.48,78.23,222.3323853
5,359867.8,79.72,222.3343277
5,341704.59,81.02,222.33627
5,327383.64,81.64,222.3492901
5,325041.68,80.57,222.3900046
5,329658.1,87.08,222.4307191
5,341214.43,82.35,222.4714336
5,316203.64,80.78,222.5121481
5,321205.12,81.05,222.5209358
5,306827.36,85.06,222.5297234
5,324195.17,86.91,222.5385111
5,306759.7,86.96,222.5472987
5,314014.18,87.52,222.6276753
5,320831.36,79.45,222.7617437
5,344642.01,84.25,222.8958121
5,350648.91,86.3,223.0298805
5,299800.67,76.65,223.1734167
5,307306.76,71.09,223.3737593
5,310141.68,78.33,223.5741019
5,343048.29,71.17,223.7744444
5,325345.41,66.24,223.974787
5,313358.15,69.17,224.0192873
5,319550.77,71.7,224.0378139
6,1652635.1,40.43,212.6223518
6,1606283.86,40.57,212.7700425
6,1567138.07,43.58,212.8161546
6,1432953.21,47.1,212.845337
6,1601348.82,49.63,212.8745193
6,1558621.36,58.82,212.9037017
6,1693058.91,56.55,212.7351935
6,1472033.38,53.74,212.533737
6,1770333.9,64.94,212.3322805
6,1667181.82,66.15,212.1308239
6,1519846.36,65.68,211.9942765
6,1540435.99,64.11,211.9442745
6,1498080.16,68.91,211.8942725
6,1619920.04,73.68,211.8442706
6,1524059.4,74.95,211.8421769
6,1531938.44,74.8,212.1275324
6,1644470.66,78.89,212.412888
6,1857380.09,79.44,212.6982436
6,1685652.35,81.81,212.9835992
6,1677248.24,83.89,212.9813843
6,1640681.88,84.2,212.8641412
6,1759777.25,80.34,212.746898
6,1690317.99,80.93,212.6296549
6,1560120.8,83.75,212.6212163
6,1585240.92,83.9,212.7578505
6,1532308.78,81.37,212.8944846
6,1633241.59,86.61,213.0311188
6,1547654.98,86.83,213.1677529
6,1539930.5,87.36,213.1291427
6,1450766.12,85.71,213.0905324
6,1510925.32,82.15,213.0519222
6,1424225.44,78.78,213.013312
6,1308537.75,81.78,213.0398643
6,1275591.84,76.49,213.1152886
6,1328468.89,70.69,213.1907129
6,1360317.9,65.21,213.2661373
6,1344580.92,68.93,213.3337977
6,1332716.53,70.97,213.3820486
6,1385323.7,70.39,213.4302994
6,1505442.15,59.9,213.4785503
6,1495536.46,62.11,213.5268011
6,1518841.45,52.99,213.4107412
6,2267452.4,65.79,213.2672961
6,1677067.24,52.3,213.123851
6,1834737.58,48.46,212.9804059
6,2090268.95,52.24,212.918049
6,2727575.18,55.07,212.9165082
6,1464050.02,49.14,212.9149674
6,1350441.68,47.78,212.9134266
6,1306194.55,38.37,212.9655882
6,1261253.18,46.2,213.3399647
6,1287034.7,44.98,213.7143412
6,1514999.17,40.59,214.0887176
6,1486920.17,39.38,214.4630941
6,1572117.54,59.61,214.7775231
6,1422600.43,62.86,215.0679731
6,1502617.99,60.45,215.3584231
6,1494497.39,57.71,215.6488731
6,1685375.47,65.07,215.9035078
6,1438465.81,70.83,216.1438163
6,1459276.77,62.25,216.3841249
6,1534594,70.35,216.6244334
6,1448797.02,73.17,216.8446627
6,1639358.93,74.24,217.0146941
6,1479249.9,75.27,217.1847255
6,1504651.57,65.42,217.3547569
6,1453185.65,76.95,217.5247882
6,1382783.83,72.01,217.2896095
6,1523979.11,80.83,217.0544307
6,1705506.29,84.01,216.819252
6,1598643.65,84.49,216.5840732
6,1622150.33,87.08,216.5371616
6,1543365.9,85.51,216.6314502
6,1694551.15,87,216.7257388
6,1709373.62,88.36,216.8200275
6,1526801.24,88.93,216.9044732
6,1526506.08,88.06,216.964312
6,1483991.05,90.22,217.0241507
6,1601584.57,91.46,217.0839894
6,1484995.38,90.49,217.1438281
6,1493544.04,89.26,217.2069662
6,1420405.41,90.07,217.2706543
6,1481618.74,91.22,217.3343423
6,1483574.38,80.21,217.3980304
